distance,numwall,etage,frequence,pathloss
5.56,3,0,2358.5,140.83
12.75,1,1,914.2,131.38
22.87,5,1,1806.5,167.92
1.69,0,0,1716.2,109.73
34.14,5,2,5000.7,206.38
21.6,0,0,2519.7,148.84
25.36,3,1,5102.9,183.91
12.04,1,2,4909.9,182.28
10.2,1,2,2414.3,160.73
13.51,1,0,4900.7,150.18
4.41,0,0,5778.1,133.81
12.49,2,0,2480.4,131.91
6.57,4,0,2444.5,139.83
5.5,0,0,2406.8,123.59
13.05,3,1,4978.8,173.03
20.12,2,0,2386.1,135.86
24.81,3,1,843.9,146.61
27.74,5,2,1825.1,191.93
8.29,1,0,2527.0,131.6
10.94,2,0,2426.0,134.78
9.39,0,0,4953.1,145.76
9.79,0,1,4999.3,151.72
9.3,4,1,5006.9,173.98
7.0,1,0,5767.0,138.9
27.86,3,0,2379.6,149.56
22.14,3,2,2416.3,182.2
6.08,2,0,2399.5,131.55
93.78,1,2,2432.5,184.49
5.51,1,0,4972.3,138.95
2.34,0,0,954.5,96.98
14.51,2,1,4977.7,172.04
14.93,1,0,1768.9,130.47
10.15,1,2,5071.9,170.54
7.62,2,0,2382.6,132.19
30.81,3,3,2374.7,199.19
16.25,1,0,5025.2,163.35
8.08,2,0,2340.1,146.09
35.04,6,2,2408.5,212.98
3.98,1,0,2460.1,124.88
22.21,3,2,5032.7,200.78
23.46,2,0,1821.2,137.88
3.59,0,0,2374.8,114.29
3.31,0,0,5101.1,122.04
6.61,1,0,2458.5,139.53
7.51,0,0,5036.7,129.09
4.18,0,0,5036.2,126.85
18.39,2,0,2381.2,141.82
6.55,1,0,5003.9,142.83
44.48,7,1,5020.8,208.57
12.98,2,0,5037.9,156.11
15.29,1,1,1812.9,150.39
26.55,2,2,862.7,159.35
7.2,3,1,2387.0,152.8
14.57,1,0,5740.1,157.87
29.0,3,4,2410.5,210.38
17.82,1,0,2312.7,141.98
14.95,2,0,1859.7,142.11
25.27,5,3,2366.6,207.31
9.96,1,0,5739.8,143.32
10.73,2,1,4975.7,167.47
13.93,2,0,2458.1,143.12
7.37,1,0,1785.4,124.14
1.75,1,0,2335.3,110.0
28.72,1,2,2364.1,175.44
9.12,4,1,5774.8,178.43
19.83,1,1,2372.1,148.86
23.9,3,0,5801.2,174.59
4.2,0,0,1691.1,106.24
29.19,3,3,5726.2,200.65
12.8,1,0,2359.4,138.45
12.22,0,1,2429.6,152.21
10.34,0,0,5055.9,141.42
24.6,2,2,5761.5,192.52
7.72,0,0,2341.0,123.25
10.63,2,0,2279.7,140.61
7.04,0,0,2369.1,122.91
17.03,3,0,2418.0,151.41
8.74,3,0,1743.7,128.54
60.3,4,1,957.0,169.2
5.32,2,0,2389.8,127.43
26.2,2,2,4970.9,188.62
9.04,1,0,2375.0,135.15
10.52,2,1,4999.0,164.69
12.59,3,0,5029.9,153.23
37.55,3,1,2339.6,173.23
43.16,3,2,5779.7,203.38
15.43,3,0,5814.5,161.59
6.49,0,1,2360.8,140.92
20.29,2,0,5012.9,162.68
7.04,1,0,1861.2,133.56
7.14,2,0,4960.9,141.51
10.55,2,2,5794.5,174.7
17.62,1,2,2465.0,165.82
17.33,3,2,2354.1,177.81
47.4,7,0,1684.3,169.81
28.33,4,3,1798.2,198.62
12.49,2,1,934.5,134.04
4.6,0,0,2399.6,116.91
7.14,1,0,2409.7,135.83
45.37,5,2,2419.6,192.02
7.83,0,1,4987.3,159.81
9.28,2,0,4955.8,146.7
13.34,1,0,1822.9,132.74
10.27,3,1,5848.5,169.1
20.65,4,1,988.3,157.74
5.76,2,0,1740.8,121.36
48.07,5,2,2395.1,198.24
13.75,1,1,2414.9,146.16
9.28,3,0,2411.6,138.36
22.39,5,2,2312.9,181.54
6.05,2,0,859.7,113.47
14.87,1,1,1799.4,142.3
36.91,7,1,2377.6,183.67
17.48,4,0,1776.7,147.68
5.44,1,0,2402.4,125.18
33.25,4,2,2375.1,198.27
15.31,3,0,5007.0,162.94
10.7,1,1,2398.7,151.13
79.95,7,0,4972.4,195.88
10.95,3,2,2407.2,178.51
7.37,0,0,2403.7,132.83
6.6,1,1,869.8,128.48
8.51,1,0,5739.3,143.27
10.85,2,0,5002.2,150.62
34.28,2,1,2497.5,161.84
2.96,2,0,1818.3,115.9
4.5,1,0,2398.7,125.42
5.92,1,1,917.0,127.09
26.4,0,4,2366.2,193.21
5.56,0,1,829.8,114.2
6.79,2,0,5098.7,137.4
21.29,2,2,5758.2,184.34
2.12,0,0,2413.7,108.77
17.56,5,1,2504.9,175.72
15.46,1,1,2407.0,156.23
18.32,6,2,2367.5,190.49
11.03,1,2,4883.1,172.09
6.52,1,0,2413.0,124.4
42.37,2,4,2314.7,221.52
4.99,0,1,2459.8,130.16
54.0,3,0,1752.7,167.09
15.66,1,1,2433.3,144.48
3.08,0,0,5739.9,122.56
16.23,2,2,2340.2,173.96
2.73,0,0,5020.8,124.24
19.88,3,0,2351.1,144.5
32.94,3,0,5061.4,169.85
7.2,1,0,865.1,115.43
16.25,3,1,1754.5,158.61
1.78,0,0,5069.6,116.5
4.0,0,0,2375.9,122.58
10.15,1,2,5035.8,177.93
3.47,1,1,2454.1,137.97
11.52,1,2,2273.9,161.48
5.96,1,0,4980.6,141.65
18.26,3,0,2395.7,140.57
20.42,3,1,5745.0,176.08
3.0,1,1,5757.0,146.17
31.34,3,1,2420.2,175.0
46.47,6,0,1822.1,166.54
32.85,5,0,2400.0,173.04
21.38,6,0,2373.6,162.87
36.4,7,3,906.3,207.22
21.09,2,0,2292.3,140.77
17.51,3,0,2411.7,145.62
6.27,2,0,5088.1,146.46
18.73,2,0,5815.3,164.23
25.82,3,2,1738.8,182.43
3.67,0,0,1857.2,124.88
10.26,1,0,5041.9,142.13
11.62,2,1,2422.3,159.31
22.93,5,2,5015.3,198.09
11.15,1,0,2385.4,132.56
6.94,1,0,2304.7,125.91
7.44,1,0,848.8,118.85
19.51,5,1,5036.4,178.91
2.03,0,0,5000.3,126.33
9.11,3,0,2442.7,143.42
12.67,2,1,5036.1,163.98
4.95,1,1,2345.3,132.63
20.7,4,2,5007.1,192.2
4.18,0,0,2466.8,120.76
14.59,1,0,1879.0,132.22
6.6,1,1,2395.3,144.54
12.52,1,1,5815.1,163.97
21.38,2,0,4993.9,161.01
14.68,1,1,864.1,134.67
4.92,1,0,2417.5,125.42
18.68,2,1,1763.7,159.61
3.57,1,1,4977.3,143.58
17.63,1,1,4938.4,173.33
3.84,0,0,5041.3,141.9
54.32,3,1,5001.7,196.2
12.62,1,2,947.8,153.33
12.02,2,1,2434.2,158.83
9.11,2,1,1728.4,146.65
6.56,0,0,5756.5,137.56
6.86,0,0,4982.8,135.66
10.73,1,0,5754.1,149.65
13.66,1,1,5043.6,164.93
30.23,4,1,1792.3,174.47
73.02,5,1,4953.1,203.98
29.92,2,1,5019.4,176.6
7.11,1,0,1847.9,137.48
9.59,0,0,882.1,110.56
3.74,1,0,2451.1,117.11
13.07,2,1,948.7,138.64
11.58,2,2,1767.0,161.46
3.37,0,0,2353.6,113.42
9.85,3,0,5068.5,160.18
3.89,0,1,919.7,114.81
8.46,2,0,964.2,114.25
6.65,0,0,2418.0,121.58
6.16,0,1,2428.1,134.88
7.51,3,0,1824.9,133.87
100.0,5,1,1815.1,184.22
37.83,5,3,2438.7,217.23
26.41,1,3,2424.7,179.17
11.32,1,0,845.9,110.68
25.23,4,0,5790.8,172.39
23.3,2,1,1845.0,161.26
38.82,7,0,2384.2,172.95
10.2,1,1,4928.0,164.14
2.57,1,0,948.9,99.55
10.51,1,1,5060.6,165.5
78.24,7,3,1773.6,224.71
37.1,3,2,905.6,168.28
21.17,4,1,2377.8,173.77
15.48,0,2,1771.2,165.24
10.86,3,0,1791.7,138.31
100.0,5,1,2348.1,188.97
67.81,8,1,2322.8,199.04
9.08,0,0,4977.0,140.31
10.62,4,0,2454.9,142.65
33.3,5,1,5016.8,185.71
12.16,2,1,2478.4,149.17
5.92,0,0,2440.5,126.54
6.03,1,0,1814.8,119.32
21.98,4,0,5764.7,175.18
2.88,0,0,2416.6,107.87
18.08,0,0,5793.1,152.56
4.91,0,1,1758.9,133.01
19.26,4,1,2357.0,180.56
3.72,0,0,2333.0,112.02
18.43,4,0,4975.0,165.51
6.6,2,0,4976.9,141.11
3.29,0,0,2348.0,113.84
4.73,0,0,1849.8,116.36
20.61,3,0,2393.0,148.42
9.38,1,0,2382.8,125.82
100.0,5,3,2414.9,230.87
2.34,0,0,2437.7,103.74
10.15,2,1,4929.7,176.11
18.76,3,1,2461.1,162.97
5.03,5,0,2433.0,137.72
8.73,3,0,5030.2,142.16
34.62,3,2,2321.0,189.5
12.87,1,0,2485.0,129.23
24.94,2,0,2313.0,150.77
19.36,2,2,5023.0,195.01
24.6,1,0,1749.3,134.47
5.91,2,0,2310.1,125.27
3.44,2,0,1759.1,121.06
5.56,1,1,1832.7,133.27
46.06,10,0,2388.0,184.69
67.65,4,1,2376.5,175.9
7.23,0,1,1802.2,130.52
9.82,2,0,2322.8,135.12
2.39,1,0,1737.9,111.22
16.8,2,1,4927.4,174.54
11.61,2,0,2314.9,133.36
25.39,7,2,2434.4,200.15
12.79,1,2,2318.9,166.53
5.09,0,0,2392.9,125.86
7.59,1,0,922.0,107.34
8.89,0,1,2361.9,140.63
9.77,1,1,5783.0,164.25
9.47,0,0,2320.2,129.7
6.15,2,0,2366.5,135.13
20.64,2,2,1854.2,169.77
4.41,1,1,5876.8,151.01
23.72,4,0,1768.5,152.97
8.52,0,1,4913.5,151.45
14.77,2,0,5766.7,150.85
13.82,1,1,1815.5,158.29
17.84,3,2,5775.5,195.28
4.48,0,0,2410.5,119.17
17.79,0,1,5764.9,168.63
6.07,3,0,5770.6,146.73
11.42,2,0,2440.0,138.9
8.75,3,1,901.6,130.65
38.38,6,2,5014.2,215.42
5.2,2,0,983.1,112.4
5.28,2,0,5089.2,140.89
8.98,4,1,5019.0,172.01
3.1,0,0,2380.3,119.44
20.65,1,0,2378.9,141.52
11.32,2,1,2391.2,150.94
16.07,3,1,5824.6,178.68
15.45,4,1,5083.4,182.29
10.66,2,1,4940.5,167.18
23.55,2,2,5791.8,206.56
12.29,1,1,2333.2,144.39
8.69,2,0,2435.3,134.18
24.83,5,0,2369.6,155.97
1.86,0,0,5083.6,132.74
7.42,1,0,2370.7,127.81
47.17,4,0,2283.7,157.13
59.96,5,1,1891.7,181.3
10.61,0,1,2378.2,150.19
8.27,1,0,2423.1,141.89
11.42,0,1,4994.0,155.69
85.88,8,2,5021.9,234.99
6.61,2,0,2400.3,136.53
57.21,7,1,1812.8,197.4
4.15,0,0,2355.1,119.92
2.1,1,0,855.9,102.12
47.16,3,2,1877.3,189.34
14.65,0,0,1758.1,131.19
6.85,0,0,843.7,106.53
15.19,4,0,1902.1,150.02
6.12,2,0,5755.5,146.41
21.9,1,2,2363.8,178.33
23.04,3,1,5095.3,170.95
8.19,1,0,1885.7,125.46
43.43,7,0,1793.0,175.5
29.51,4,2,2384.3,179.08
9.08,1,0,2435.1,130.49
5.48,3,0,2312.3,136.83
29.77,2,2,5811.6,193.59
6.66,0,1,2497.2,138.94
5.19,0,0,2397.4,124.99
13.32,3,1,2518.6,158.7
57.47,4,3,1842.6,199.53
9.76,1,0,2366.4,132.57
11.97,4,0,2397.1,145.81
9.74,0,0,2399.8,127.65
21.58,7,1,4988.3,200.97
9.51,0,0,2420.2,123.57
10.27,2,1,5062.6,170.93
15.62,2,2,2343.6,177.85
7.47,3,1,2374.6,156.62
8.93,3,1,4903.7,166.63
3.31,1,0,2427.8,123.84
29.81,5,0,2331.6,165.39
26.77,2,0,2486.5,149.42
8.96,2,0,2389.7,136.2
31.22,3,2,2361.4,182.71
3.63,0,0,2426.7,113.68
13.61,0,2,1705.7,153.68
50.17,6,1,2410.0,194.44
10.22,0,2,893.6,145.04
4.45,1,0,2444.0,120.82
29.29,2,1,4899.3,185.94
28.47,2,3,4978.3,202.15
8.4,2,0,881.1,108.65
35.65,5,2,5703.3,213.65
8.91,0,0,5825.8,142.28
16.93,3,1,926.4,142.0
8.37,1,0,5076.6,141.26
22.87,2,0,5046.6,163.39
6.15,2,0,2379.8,129.32
11.97,3,0,5760.9,148.99
31.47,5,3,1705.4,210.02
14.31,2,0,2404.9,139.85
13.82,4,2,2401.7,179.25
11.33,3,1,2424.7,160.01
24.57,4,1,1763.3,170.8
12.32,2,1,2428.2,160.84
61.65,3,0,5903.0,178.94
45.22,9,1,2453.9,198.3
10.48,0,0,4982.4,143.4
11.09,1,0,5000.8,152.16
28.37,1,4,5048.3,221.08
21.66,5,1,5091.0,186.79
16.6,3,0,2468.0,155.0
24.51,2,1,2403.9,172.94
17.89,5,0,5786.0,167.44
46.96,2,1,4983.5,180.81
33.11,7,0,2347.2,172.68
6.3,2,0,4947.1,140.24
10.94,2,2,846.3,153.61
5.26,0,0,2351.4,123.67
64.66,5,0,2413.9,182.47
13.07,0,2,5008.8,177.85
31.27,7,3,5020.4,236.23
11.83,3,0,4913.1,162.85
8.49,1,0,2349.1,128.45
5.86,2,0,1806.3,131.44
15.12,4,0,5044.7,172.06
27.95,3,2,5838.2,203.77
8.89,4,1,4904.5,173.12
16.44,2,2,1845.1,161.09
9.46,4,0,2415.7,141.81
100.0,5,3,927.0,207.8
23.41,3,0,2347.1,150.23
20.17,7,1,2287.9,178.84
5.95,0,0,2248.4,118.9
2.9,0,0,1827.0,113.62
3.96,0,0,5008.1,130.13
8.49,1,0,2414.7,133.85
50.0,10,0,5139.6,199.08
5.38,1,0,847.2,110.73
6.32,0,0,2426.9,131.77
7.5,3,0,2398.4,136.88
9.41,1,0,4981.6,144.72
4.53,1,0,2463.7,127.29
2.02,0,0,5009.8,121.61
9.13,0,0,2431.1,133.89
32.56,2,0,923.1,133.25
12.4,0,0,1686.1,128.79
8.06,1,1,1906.2,145.48
48.45,5,1,1806.1,175.86
49.2,3,1,5120.2,192.93
1.82,0,0,5833.5,129.98
7.88,2,1,5811.0,158.39
27.46,4,2,1779.8,183.93
4.36,0,0,1734.9,115.24
19.84,4,2,1798.0,180.43
57.0,5,1,2402.3,184.0
12.09,2,0,949.6,124.48
3.57,1,0,1743.6,116.58
16.29,1,2,4913.9,176.43
9.15,2,0,4938.8,144.06
3.7,0,0,2367.6,112.23
7.77,0,0,1728.6,122.22
13.46,3,1,4981.5,172.6
16.39,5,0,2388.3,156.08
10.6,2,1,4966.1,167.14
10.99,0,1,1774.5,136.31
4.5,0,1,947.9,114.61
9.02,2,0,2397.6,137.72
29.31,3,0,1833.5,148.36
13.29,2,1,4923.1,167.16
3.37,0,0,2419.7,116.4
21.53,4,0,2351.5,147.69
2.33,0,0,2404.5,112.03
14.51,1,0,2464.9,131.69
2.36,1,0,1741.0,116.68
14.52,2,1,5083.6,174.47
5.35,0,0,2375.8,117.46
4.2,1,0,2411.7,123.72
3.67,0,0,4999.7,133.84
10.26,2,2,5077.1,184.3
7.78,0,0,4973.6,137.96
40.22,3,1,2392.0,184.72
17.39,3,0,5842.5,163.14
6.62,2,0,1785.0,124.18
22.26,4,1,5006.7,176.02
6.88,0,0,5058.9,131.01
70.89,9,1,2296.9,212.35
9.25,1,0,5800.6,147.07
5.24,2,0,5090.0,145.86
37.91,6,2,5814.7,223.69
23.05,3,1,5081.7,176.67
11.91,2,1,4928.9,164.49
24.86,2,0,4989.8,158.5
23.49,5,1,4954.4,188.89
32.03,6,0,2312.2,164.96
5.81,5,0,1777.5,139.31
13.67,1,1,808.3,127.07
10.71,2,1,2372.2,149.1
21.69,2,1,916.0,147.6
19.67,3,2,942.7,172.77
11.62,0,1,5789.0,166.44
29.04,0,0,882.9,118.92
20.36,2,2,1786.5,173.58
3.17,1,0,2375.0,120.12
11.09,4,0,856.4,124.39
7.24,3,1,883.7,136.39
5.47,1,0,2357.2,123.48
63.01,3,2,5007.4,212.35
4.83,0,0,2436.3,121.39
8.23,2,0,1949.3,130.24
4.24,0,1,5788.1,146.95
3.93,0,0,5865.1,134.65
13.92,1,0,5053.0,153.01
2.59,0,1,1772.5,124.43
10.96,0,0,2428.8,140.63
16.63,2,1,4941.3,176.97
17.41,4,0,1815.0,149.94
9.78,0,0,5777.1,144.33
15.5,1,2,5038.4,179.11
15.48,4,2,1837.1,177.68
15.66,3,1,5725.8,178.13
10.59,2,1,2468.0,149.19
13.73,1,0,2476.6,139.44
7.85,3,1,5778.9,169.75
18.31,3,1,957.7,144.67
12.78,2,0,2416.2,141.17
7.36,1,0,1881.9,128.85
27.78,4,0,5781.0,181.6
14.11,2,0,2402.2,146.25
5.79,1,0,2374.8,125.2
14.74,0,1,858.0,133.16
17.59,2,1,4985.3,171.56
45.2,4,0,1845.4,155.4
24.4,1,1,5896.4,175.4
45.39,7,0,4932.6,195.82
3.85,0,1,4977.9,146.75
66.47,5,1,2448.9,188.26
4.89,0,0,1803.0,114.86
56.85,9,0,2344.8,184.48
9.89,3,0,2418.5,143.78
7.96,1,0,4955.2,144.32
14.59,1,1,5803.1,172.26
18.9,2,1,5063.6,169.57
12.52,2,0,2381.9,138.9
24.3,5,0,2379.7,162.73
11.01,1,2,1725.8,154.28
20.66,0,1,2392.6,147.45
30.66,5,1,2458.1,181.06
4.83,1,1,2301.0,133.25
29.53,3,3,5020.7,211.92
5.98,1,0,892.0,113.33
30.33,5,3,4941.0,221.28
24.61,5,2,852.7,175.87
15.26,3,1,2491.6,161.56
7.36,1,0,4963.3,140.98
20.13,2,1,2483.2,158.77
2.86,1,0,1749.8,124.13
18.99,5,1,1814.0,163.17
9.93,0,0,2463.8,125.4
15.03,4,0,4960.8,154.49
33.47,7,2,4916.8,227.56
21.02,4,0,5832.7,170.07
13.28,2,1,2449.9,160.63
12.57,1,0,1910.4,131.51
8.34,2,0,4964.4,148.94
6.49,3,0,2351.1,136.51
10.21,1,1,4933.4,145.9
25.45,2,0,2376.0,142.07
24.93,3,0,4996.9,171.88
19.46,4,1,5821.5,191.84
10.6,1,0,2466.9,140.92
100.0,6,2,2433.8,220.02
16.01,2,0,919.7,133.76
2.07,0,0,4990.2,120.09
13.97,1,0,1829.4,130.34
15.62,3,0,849.8,128.87
27.71,4,0,2368.5,153.99
7.34,2,0,4904.7,140.01
15.56,5,0,5092.2,168.57
13.5,1,0,2370.4,142.51
5.63,4,1,4997.4,168.35
6.3,1,0,2375.4,130.54
12.84,0,2,2483.1,166.95
22.88,5,0,5823.1,170.2
9.29,3,0,960.7,123.65
12.93,0,1,2404.8,146.39
3.65,1,0,2372.2,117.55
11.64,0,0,4955.5,147.42
10.49,0,1,5040.0,166.09
19.2,3,0,2419.1,157.71
10.51,1,1,5789.7,161.64
13.22,2,1,2415.3,154.21
6.28,1,1,2435.8,138.16
23.31,5,0,5041.3,173.19
17.37,6,1,2409.1,176.24
7.38,3,0,1798.0,133.61
7.67,1,0,1814.8,119.63
15.33,2,2,1847.2,166.87
8.61,1,0,5083.0,142.63
23.37,2,2,4953.6,184.94
11.95,2,1,1825.5,152.78
50.19,4,3,5062.4,220.78
6.0,0,0,4968.8,144.3
12.71,3,1,1721.3,141.44
3.98,2,0,1868.9,130.6
11.47,1,0,5076.9,150.16
13.76,3,1,822.4,138.95
56.27,4,2,2333.8,198.29
11.24,2,1,2402.3,154.58
2.93,0,0,2453.2,120.44
7.59,0,0,988.6,110.31
28.18,6,0,1758.1,159.91
30.55,3,1,2368.8,164.61
32.43,3,3,5764.9,211.91
9.92,2,0,4974.7,149.97
20.3,4,0,5884.9,173.18
16.65,1,2,4963.3,190.14
3.52,0,0,2407.0,117.04
18.57,7,0,5000.4,176.93
25.6,2,1,2410.4,157.28
7.14,2,1,2444.6,151.2
10.85,0,1,920.3,128.78
13.87,1,1,2481.7,154.34
17.81,3,2,2387.3,181.3
10.42,2,0,2363.7,142.82
8.59,1,0,1852.4,131.22
8.96,3,0,2361.9,133.62
1.64,1,0,4961.6,118.68
14.51,1,0,2391.7,142.62
3.68,1,0,936.3,106.24
6.48,2,1,5034.6,161.33
4.55,1,0,5772.9,137.11
12.67,1,0,2390.4,127.65
8.84,1,1,1808.2,142.02
6.85,0,1,5035.4,153.8
44.42,7,0,2361.5,179.54
5.1,2,0,5028.1,138.79
21.44,6,0,1795.8,168.18
16.58,6,1,2439.9,175.66
33.79,3,3,2523.7,188.68
16.29,4,2,5838.9,198.9
18.33,3,2,2410.1,174.36
79.56,3,1,830.0,163.64
43.54,10,0,2370.6,192.79
4.79,0,0,4983.6,131.32
29.12,4,3,4915.8,217.01
10.91,2,2,2381.1,160.17
11.54,1,0,1792.2,133.09
5.18,2,1,2323.0,141.88
62.87,4,1,4965.3,194.74
18.86,5,0,5038.5,173.3
2.8,1,0,914.3,95.62
53.84,8,0,4911.3,206.55
9.26,3,0,5057.1,146.7
4.65,0,1,5011.3,142.99
9.1,3,0,2501.3,143.63
31.61,5,1,4984.9,206.92
6.69,1,0,2457.4,134.28
14.21,3,2,2404.7,177.83
49.94,5,0,1843.2,162.19
5.73,1,0,2415.4,119.78
40.75,5,1,1721.8,180.66
26.45,0,3,1863.3,187.71
54.34,3,2,5762.3,214.15
3.38,2,0,4909.3,140.75
6.0,1,0,2412.5,130.54
11.2,1,2,1852.6,165.66
4.33,1,0,2384.7,124.31
14.02,3,2,957.5,161.87
23.61,2,1,2387.1,162.65
18.62,3,0,915.2,133.97
5.58,0,0,2408.0,122.39
32.05,4,3,1819.9,201.9
10.78,2,0,2421.7,124.65
11.96,0,1,1786.3,144.09
4.13,0,0,885.0,104.56
17.29,1,1,2362.5,147.4
18.09,5,0,5867.6,175.23
7.71,0,1,807.2,123.96
10.39,2,1,2409.2,146.63
15.28,2,0,4987.3,159.2
17.61,2,2,2393.0,173.36
34.28,4,2,2421.1,198.08
7.19,1,0,5866.4,154.37
20.09,5,1,2388.8,172.38
7.08,2,0,2369.3,144.72
7.5,3,0,4998.8,140.44
34.28,5,1,5025.2,199.31
31.06,5,1,886.4,162.11
10.53,2,1,2356.4,163.73
5.32,3,0,5044.1,142.98
12.07,0,1,5788.0,164.32
35.31,7,1,2392.5,187.38
9.72,1,0,897.5,111.01
13.96,0,1,2398.2,149.72
10.52,1,1,894.3,128.0
16.79,2,0,5760.6,159.06
49.45,6,2,2371.1,211.83
9.31,1,0,2342.3,135.36
10.88,2,1,915.1,134.65
3.61,1,1,4966.4,154.96
19.01,3,0,800.0,133.66
28.59,4,2,5014.8,194.58
41.51,5,3,1821.0,208.27
28.5,5,3,2383.8,214.39
2.11,0,1,2328.9,125.99
23.73,5,2,2429.9,193.81
19.25,3,1,1780.9,158.09
6.3,1,0,5046.8,141.43
16.93,4,2,4951.3,192.67
37.27,4,3,2459.6,208.2
21.36,3,1,2380.6,166.78
8.29,2,0,2460.0,126.21
10.25,0,2,916.7,142.08
7.15,0,1,1853.3,132.17
3.1,0,0,1819.6,106.01
2.2,0,1,5790.2,135.29
19.97,3,1,2417.3,160.11
46.12,3,0,4976.2,175.59
28.28,1,3,2307.9,192.1
3.82,2,0,4953.8,139.52
26.43,2,1,1705.7,157.52
15.32,0,0,2390.6,132.83
20.75,1,0,2514.1,138.93
6.98,2,0,2397.2,135.69
6.23,3,0,2339.4,123.84
9.59,0,0,5761.8,142.14
28.41,2,1,2414.7,171.56
14.52,1,0,4976.2,155.19
100.0,4,0,4987.4,185.72
7.17,1,0,2350.1,126.6
35.81,6,0,945.5,146.85
8.41,3,0,2384.6,133.63
17.16,3,1,1819.6,160.07
58.12,2,0,850.3,151.04
9.72,0,1,2378.9,142.35
13.52,2,1,4946.8,160.46
24.85,6,2,1861.0,194.09
28.86,2,1,1795.7,159.35
4.13,2,0,827.1,100.51
8.51,1,0,1779.7,121.84
6.44,3,1,2453.7,157.9
18.31,1,1,4990.6,175.8
12.51,1,1,5001.1,163.19
12.49,3,2,4991.9,185.6
19.83,3,1,2383.4,161.1
20.66,1,2,5837.4,185.96
8.88,0,0,2415.5,129.0
3.25,1,1,4949.9,145.71
56.12,4,2,1748.1,186.77
6.38,1,0,848.7,113.54
12.16,1,0,4946.6,153.02
6.83,0,1,5018.3,157.82
46.96,4,3,2365.5,209.22
20.28,2,2,2376.2,170.61
11.91,1,1,879.9,136.74
9.08,0,0,2344.6,138.29
11.85,0,0,1754.6,124.45
8.12,1,0,5849.8,144.24
24.69,8,1,2425.8,191.75
24.29,1,0,2358.5,141.27
13.35,2,0,1794.6,128.09
12.28,0,0,2392.7,138.47
6.42,2,0,5772.4,146.73
16.5,2,0,4991.7,141.04
22.76,6,2,1802.6,191.9
7.21,1,0,2409.5,131.16
29.5,2,2,2412.0,187.63
2.75,0,0,4974.6,121.31
28.08,4,2,2406.1,191.7
10.7,1,0,5859.8,147.39
8.62,1,0,5019.6,145.62
12.84,2,1,5883.3,166.2
16.34,6,1,2468.3,176.15
26.67,2,2,2387.5,177.1
8.07,0,0,2407.2,131.87
27.76,3,0,5099.1,173.45
4.71,0,1,5022.1,153.73
5.44,2,0,5086.2,138.92
6.43,1,0,5050.9,142.67
22.79,2,2,4971.6,195.6
6.87,3,1,2461.7,151.99
75.51,3,1,4963.3,191.6
6.17,4,0,2411.5,139.95
9.02,1,0,4971.9,145.34
3.36,0,0,2437.7,119.69
9.04,2,0,2347.7,135.43
16.88,4,2,5029.0,187.95
10.7,2,0,5003.2,147.99
2.1,0,0,5063.4,118.93
14.5,2,2,2520.9,179.17
8.17,1,0,4906.3,147.09
27.71,2,0,4967.6,163.94
2.83,0,0,2450.1,114.38
6.11,2,0,1002.0,115.67
40.34,4,2,5796.1,201.8
10.24,4,2,1785.4,165.73
10.7,4,1,2389.0,165.6
19.8,5,1,2307.9,171.49
11.12,1,2,880.9,153.15
14.15,1,1,2419.4,161.16
5.36,2,0,2479.5,131.52
22.38,1,0,2438.2,147.38
13.89,1,2,2398.5,168.66
6.26,2,0,2410.2,123.9
10.01,2,1,2422.3,156.08
5.0,0,0,1867.3,123.42
4.36,0,1,2383.4,137.1
4.24,2,1,1819.3,137.29
13.23,3,0,2401.2,143.78
8.41,1,0,5019.4,142.65
36.09,3,2,4992.8,196.29
6.35,1,1,4941.7,154.85
11.09,2,0,2342.2,137.09
15.27,3,0,2385.2,154.64
17.89,1,1,2387.4,154.14
9.61,2,0,1831.7,132.8
9.57,2,1,5079.4,169.82
13.54,1,0,2407.5,144.78
22.33,4,0,1758.1,138.52
23.53,2,0,1816.8,143.56
38.15,6,1,2418.6,191.46
23.52,1,2,2334.4,177.86
2.32,0,0,4989.8,121.71
22.3,1,0,2410.5,144.29
21.85,1,2,2381.4,164.9
8.69,1,0,1773.0,128.83
6.84,1,0,2449.2,132.68
42.57,5,1,2440.1,182.32
8.85,0,0,1825.2,126.14
7.31,1,1,1792.2,141.3
6.13,0,1,4980.8,154.37
42.3,3,2,2412.3,195.16
8.82,1,0,5041.1,151.28
4.73,1,0,800.0,111.65
17.19,1,1,949.7,130.22
8.08,1,0,1774.1,121.27
51.77,3,1,5844.8,204.78
6.91,0,0,4958.9,141.61
25.73,2,2,2418.5,175.59
58.59,10,2,1816.6,223.37
3.08,0,0,2452.3,115.68
13.89,1,0,1813.3,137.87
20.14,3,0,5017.9,167.34
49.28,6,2,4897.0,214.54
5.98,2,0,1752.0,126.67
36.65,5,3,2438.1,217.29
11.51,0,0,2486.0,128.51
5.87,3,0,5035.1,147.31
5.42,0,0,4912.0,133.47
10.46,0,0,2437.6,130.93
5.56,1,0,4961.5,143.07
20.69,5,0,1725.1,153.55
7.55,2,0,5005.5,156.17
23.56,3,2,2354.2,174.65
18.53,6,0,4953.1,173.41
3.12,1,0,4995.8,129.07
18.24,2,0,4972.9,154.62
5.33,0,0,5006.9,132.44
9.9,1,1,5806.2,161.46
17.47,4,0,2410.5,156.32
7.91,1,0,5763.4,143.47
